study_folder,therapeutic_area,phase,pd_category,pd_subcategory,pi_flag,count
B7981119,I&I,Ph II,10) Other,,,1
B7981119,I&I,Ph II,2) InvProd,Dosing/Administration error,NO,1
B7981119,I&I,Ph II,4) Lab,,,1
B7981119,I&I,Ph II,4) Lab,Lab(s) was not reviewed by an Investigator in a timely manner,NO,1
B7981119,I&I,Ph II,5) VisitSched,,,1
B7981119,I&I,Ph II,6) Proc/Test,,,1
B7981119,I&I,Ph II,6) Proc/Test,Partecipant's compliance with ePRO Assessments is < 80%,NO,1
B7981119,I&I,Ph II,6) Proc/Test,Procedure/Test not performed per protocol,NO,1
C1071003,Oncology,Ph II,1) Inc/Excl,Subject did not meet inclusion criteria 4 (measurable disease),YES,2
C1071003,Oncology,Ph II,1) Inc/Excl,Subject did not meet inclusion criteria 6 (Refractory to proteasome inhibitor),YES,4
C1071003,Oncology,Ph II,1) Inc/Excl,Subject did not meet inclusion criteria 7 (Refractory to anti-CD38 Ab),YES,1
C1071003,Oncology,Ph II,1) Inc/Excl,"Subject met exclusion criteria 10 (active hepatitis(B,C), SARS-CoV2, HIV, other active, uncontrolled infection)",YES,1
C1071003,Oncology,Ph II,1) Inc/Excl,Subject met exclusion criteria 11 (other active malignancy within 3 years prior to enrollment),YES,1
C1071003,Oncology,Ph II,1) Inc/Excl,Subject met exclusion criteria 13 (previous anti-BCMA bispecific antibody),YES,1
C1071003,Oncology,Ph II,10) Other,,,2
C1071003,Oncology,Ph II,11) Informed Consent,ICD had not undergone proper Pfizer/CRO approval,NO,2
C1071003,Oncology,Ph II,11) Informed Consent,ICD not translated to subject's/LAR native language,NO,2
C1071003,Oncology,Ph II,11) Informed Consent,ICD not translated to subject's/LAR native language,YES,3
C1071003,Oncology,Ph II,11) Informed Consent,ICD signed by unauthorized site personnel,NO,1
C1071003,Oncology,Ph II,11) Informed Consent,ICD signed by unauthorized site personnel,YES,1
C1071003,Oncology,Ph II,11) Informed Consent,Other,NO,35
C1071003,Oncology,Ph II,11) Informed Consent,Other,YES,33
C1071003,Oncology,Ph II,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,NO,60
C1071003,Oncology,Ph II,11) Informed Consent,Revised ICD not signed at the first subject visits after the revised/approved ICD was available at site,YES,67
C1071003,Oncology,Ph II,11) Informed Consent,Subject/LAR did not sign the ICD but gave verbal consent,YES,3
C1071003,Oncology,Ph II,11) Informed Consent,Subject/LAR signed a superseded/outdated version of the ICD,YES,6
C1071003,Oncology,Ph II,11) Informed Consent,Subject/LAR signed and dated ICD after screen/enroll date,YES,3
C1071003,Oncology,Ph II,11) Informed Consent,Subject/LAR signed consent but did not date it,NO,1
C1071003,Oncology,Ph II,11) Informed Consent,Subject/LAR signed consent but did not date it,YES,1
C1071003,Oncology,Ph II,2) InvProd,,,1
C1071003,Oncology,Ph II,2) InvProd,Dispensing error,NO,5
C1071003,Oncology,Ph II,2) InvProd,Dosed at wrong frequency,YES,13
C1071003,Oncology,Ph II,2) InvProd,Dosed outside of protocol allowed window,NO,1
C1071003,Oncology,Ph II,2) InvProd,Dosed outside of protocol allowed window,YES,14
C1071003,Oncology,Ph II,2) InvProd,Dosing/Administration error,NO,1
C1071003,Oncology,Ph II,2) InvProd,Elranatamab: Wrong Dose administered/Overdose,NO,1
C1071003,Oncology,Ph II,2) InvProd,"IP administered by medically qualified individual, but without documentation of study specific training",NO,116
C1071003,Oncology,Ph II,2) InvProd,InvProd was administered without following dosage modification for hematologic and non hematologic toxicity as defined in the protocol,YES,80
C1071003,Oncology,Ph II,2) InvProd,Other (other InvProd subcategories do not apply),NO,9
C1071003,Oncology,Ph II,2) InvProd,Other (other InvProd subcategories do not apply),YES,9
C1071003,Oncology,Ph II,2) InvProd,Storage error,YES,2
C1071003,Oncology,Ph II,3) CCMeds,Premedication for Study Drugs (Elaranatanab or Comparator) not administered as specified in the protocol,NO,61
C1071003,Oncology,Ph II,3) CCMeds,Premedication for Study Drugs (Elaranatanab or Comparator) not administered as specified in the protocol,YES,2
C1071003,Oncology,Ph II,3) CCMeds,"Took permitted concomitant medication/vaccine, but not as specified per protocol",NO,2
C1071003,Oncology,Ph II,3) CCMeds,Took prohibited concomitant medication/vaccine,YES,6
C1071003,Oncology,Ph II,4) Lab,,,5
